Product Id,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Shopping Mpn,Google Shopping Condition,Google Shopping Custom Product,Google Shopping Custom Label 0,Google Shopping Custom Label 1,Google Shopping Custom Label 2,Google Shopping Custom Label 3,Google Shopping Custom Label 4,Box Quantity,Technical Table,Technical Spec,Product Type,Vendor,Name (AR),Description (AR),Content (AR)
1534,http://127.0.0.1:8000/storage/products/hi-res-2-2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physical,,,,
